1 0.636099 0.856488 2.36683
2 0.374556 0.300447 -0.527257
3 0.684691 1.45048 -0.404264
4 0.701678 1.30828 0.100982
5 0.112515 0.984219 0.304478
6 0.909009 1.53242 -0.319646
7 0.694236 1.87441 -0.659629
8 0.412 0.302807 -2.69936
9 0.757349 1.43855 -3.39276
10 0.347187 1.56157 15.0718
11 0.0920809 2.89593 0.251352
12 0.873739 0.181789 0.0931042
13 0.662017 0.373691 -0.120282
14 0.378852 1.62651 -0.921923
15 0.587595 0.759089 -3.32186
16 0.7695 0.933587 -0.800429
17 0.178602 0.329281 -1.58014
18 0.146042 0.84141 1.20333
19 0.451071 1.70289 1.64354
20 0.61939 0.110953 -2.82179
21 0.308831 1.28338 1.32617
22 0.427191 0.0855777 4.41502
23 0.568608 0.906418 -31.8301
24 0.337383 0.859819 -11.0739
25 0.865252 0.568225 1.06974
26 0.548865 0.131651 -0.28234
27 0.733476 2.02332 0.674982
28 0.795512 1.0072 0.0359878
29 0.304885 1.74606 -2.14915
30 0.455648 2.20023 -0.23087
31 0.501989 0.534623 -2.05514
32 0.426033 0.329286 10.0234
33 0.209808 0.359515 0.0614242
34 0.536693 0.378257 -57.6058
35 0.453581 0.770773 -1.54849
36 0.497185 0.792062 0.834553
37 0.838424 1.03142 8.21834
38 0.850418 0.926704 0.803098
39 0.581554 0.806112 -3.02252
40 0.178635 0.723845 1.94791
41 0.495298 1.04587 -0.253708
42 0.306793 0.11675 -4.51772
43 0.302628 0.424469 0.507954
44 0.868166 0.148103 -12.4783
45 0.666724 0.642365 12.8699
46 0.159633 0.420666 -1.58408
47 0.710195 3.85224 -1.26415
48 0.48163 1.21591 0.0448448
49 0.943393 0.269173 -0.731899
50 0.329294 0.395131 -1.34654
51 0.707863 1.39776 0.0759051
52 0.513667 1.1098 -1.74465
53 0.700713 0.566033 -0.429769
54 0.119111 1.71576 -1.01001
55 0.546599 1.70927 -0.200473
56 0.657154 1.64078 0.486508
57 0.831621 0.699669 0.58128
58 0.306907 0.818117 0.76672
59 0.0505234 0.298803 0.487718
60 0.624803 1.66268 -1.02612
61 0.52587 0.876328 1.49642
62 0.385875 0.679939 1.13314
63 0.453087 0.252449 -2.6481
64 0.0468371 0.123112 0.767868
65 0.664049 0.716562 -0.134477
66 0.39708 1.07061 3.2465
67 0.277126 0.544859 -0.104982
68 0.424081 0.561743 0.310828
69 0.843785 0.301582 0.383297
70 0.338812 1.79442 -4.65727
71 0.578956 0.936979 -0.483411
72 0.596334 0.340238 -1.96781
73 0.379804 0.581088 3.75836
74 0.555999 0.586731 -1.6566
75 0.638449 1.50223 0.202337
76 0.541315 1.12584 -2.17502
77 0.31874 0.538869 0.374112
78 0.305835 0.37189 0.173404
79 0.313688 1.15516 0.774993
80 0.549961 1.41548 0.426856
81 0.583812 0.662868 -0.158865
82 0.363769 0.391071 -0.884292
83 0.290573 0.675785 -1.16958
84 0.42933 0.218134 -4.601
85 0.313695 1.22375 -1.55095
86 0.576946 1.58534 -2.26523
87 0.844418 0.549275 -0.308193
88 0.364812 0.814117 0.519477
89 0.284132 0.650017 -0.128181
90 0.690189 1.64793 -0.582382
91 0.492355 1.18029 0.759175
92 0.428839 0.228129 1.07471
93 0.500063 1.88257 3.11108
94 0.562554 1.95002 18.7641
95 0.552011 1.11753 -1.82872
96 0.453741 0.943959 0.875656
97 0.620253 0.675722 -0.425632
