1 0.506394 0 0.0834513 0 93.22 
2 0.505419 0.000975434 0.0850092 0.00155792 79.1 
3 0.506531 0.00124642 0.0842106 0.00120282 85.02 
4 0.50366 0.00300341 0.0845043 0.000899791 90.42 
5 0.502191 0.00275126 0.0843446 0.000715043 99.06 
6 0.500854 0.0026139 0.0846083 0.000640653 121.22 
7 0.503536 0.00347441 0.0846445 0.000542659 99.92 
8 0.504052 0.00305291 0.084177 0.000662868 88.56 
9 0.503583 0.00273295 0.0834475 0.000934832 102.92 
10 0.501214 0.00340415 0.0832638 0.000856093 120.98 
11 0.499985 0.00331548 0.0835553 0.000827402 86.22 
12 0.50016 0.00303163 0.0836006 0.000756671 116.78 
13 0.500513 0.00281098 0.0837441 0.000710678 123.8 
14 0.500319 0.00260967 0.0836596 0.000663365 92.56 
15 0.500069 0.00244235 0.0839415 0.000678858 98.02 
16 0.502089 0.00305001 0.0839132 0.000635647 102.34 
17 0.501955 0.00286812 0.0838156 0.000605002 92.34 
18 0.50203 0.00270512 0.0838038 0.000570524 103.16 
19 0.50241 0.00258682 0.083942 0.000557069 79.44 
20 0.502239 0.00245996 0.0838018 0.000546747 123.34 
21 0.502193 0.00234034 0.0835998 0.000557917 88.9 
22 0.502628 0.00227343 0.0833151 0.00060333 90.88 
23 0.501909 0.00228835 0.0833948 0.000581974 106.58 
24 0.501397 0.00224989 0.0834068 0.000557328 94.46 
25 0.501469 0.00215921 0.0834739 0.000538768 101.5 
26 0.500565 0.00226315 0.0835221 0.00051987 85.52 
27 0.500407 0.00218344 0.0835314 0.000500331 105 
28 0.500215 0.0021127 0.0836058 0.00048783 133.22 
29 0.500182 0.00203881 0.0835875 0.000471062 96.64 
30 0.500143 0.00197007 0.0834983 0.000463749 95.16 
31 0.499822 0.00193239 0.0834878 0.000448663 102.76 
32 0.499685 0.00187603 0.0835711 0.000442319 107.68 
33 0.499734 0.00181896 0.0834754 0.000439241 113.9 
34 0.499716 0.00176474 0.0835034 0.000427045 115.6 
35 0.500207 0.0017823 0.0836028 0.000426411 113.24 
36 0.500321 0.00173589 0.0835265 0.000421369 109.42 
37 0.500405 0.0016904 0.0834949 0.000411034 115.5 
38 0.500574 0.00165397 0.0834624 0.000401393 104.76 
39 0.500453 0.00161558 0.0834326 0.0003921 106.86 
40 0.500522 0.00157619 0.0834716 0.000384158 92.06 
41 0.500891 0.00158104 0.0834109 0.000379554 132.08 
42 0.501175 0.00156888 0.0833969 0.000370674 100.28 
43 0.501354 0.00154233 0.0834137 0.000362342 105.66 
44 0.501247 0.00151063 0.0834706 0.000358552 99.08 
45 0.501008 0.00149589 0.0834866 0.000350858 81.88 
46 0.501151 0.00146997 0.0833964 0.000354784 102.14 
47 0.501207 0.00143943 0.0833529 0.000349878 88.8 
48 0.501334 0.00141484 0.0834293 0.000350929 94.56 
49 0.501198 0.0013923 0.0834559 0.00034472 91.84 
50 0.501583 0.00141746 0.083479 0.000338544 108.66 
51 0.501586 0.00138939 0.083462 0.000332272 120.68 
52 0.501462 0.001368 0.0835263 0.000332099 85.96 
53 0.501321 0.00134934 0.0835415 0.00032613 85.92 
54 0.501434 0.00132893 0.0835627 0.000320732 86.64 
